Date,Lower,Upper
2024-12-10,0.4222222222222222,0.5777777777777778
2024-12-11,0.4232539682539682,0.5767460317460318
2024-12-12,0.448015873015873,0.551984126984127
2024-12-13,0.4325396825396825,0.5674603174603174
2024-12-16,0.43976190476190474,0.5602380952380952
2024-12-17,0.40158730158730155,0.5984126984126984
2024-12-18,0.36857142857142855,0.6314285714285715
2024-12-19,0.35,0.65
2024-12-20,0.35,0.65
2024-12-23,0.35,0.65
2024-12-24,0.35103174603174603,0.648968253968254
2024-12-26,0.42738095238095236,0.5726190476190477
2024-12-27,0.40468253968253964,0.5953174603174604
2024-12-30,0.36960317460317454,0.6303968253968254
2024-12-31,0.35,0.65
2025-01-02,0.35,0.65
2025-01-03,0.35,0.65
2025-01-06,0.3706349206349206,0.6293650793650793
2025-01-07,0.3716666666666667,0.6283333333333333
2025-01-08,0.35,0.65
2025-01-09,0.35,0.65
2025-01-10,0.35,0.65
2025-01-13,0.35,0.65
2025-01-14,0.35,0.65
2025-01-15,0.35,0.65
2025-01-16,0.3768253968253968,0.6231746031746032
2025-01-17,0.36186507936507933,0.6381349206349206
2025-01-20,0.38146825396825396,0.618531746031746
2025-01-21,0.38146825396825396,0.618531746031746
2025-01-22,0.40880952380952373,0.5911904761904763
2025-01-23,0.40880952380952373,0.5911904761904763
2025-01-24,0.4119047619047619,0.5880952380952381
2025-01-27,0.4191269841269841,0.5808730158730159
2025-01-28,0.35,0.65
2025-01-29,0.3665079365079365,0.6334920634920636
2025-01-30,0.36496031746031743,0.6350396825396826
2025-01-31,0.3933333333333333,0.6066666666666667
2025-02-03,0.3675396825396825,0.6324603174603175
2025-02-04,0.35,0.65
2025-02-05,0.3541269841269841,0.6458730158730159
2025-02-06,0.39849206349206345,0.6015079365079365
2025-02-07,0.40365079365079365,0.5963492063492064
2025-02-10,0.36857142857142855,0.6314285714285715
2025-02-11,0.39849206349206345,0.6015079365079365
2025-02-12,0.38817460317460317,0.6118253968253968
2025-02-13,0.39384920634920634,0.6061507936507937
2025-02-14,0.4227380952380952,0.5772619047619048
2025-02-17,0.4346031746031746,0.5653968253968255
2025-02-18,0.4346031746031746,0.5653968253968255
2025-02-19,0.415,0.585
2025-02-20,0.417063492063492,0.582936507936508
2025-02-21,0.40365079365079365,0.5963492063492064
2025-02-24,0.35,0.65
2025-02-25,0.35,0.65
2025-02-26,0.35,0.65
2025-02-27,0.35,0.65
2025-02-28,0.35,0.65
2025-03-03,0.35,0.65
2025-03-04,0.35,0.65
2025-03-05,0.35,0.65
2025-03-06,0.35,0.65
2025-03-07,0.35,0.65
2025-03-10,0.35,0.65
2025-03-11,0.35,0.65
2025-03-12,0.35,0.65
2025-03-13,0.35,0.65
2025-03-14,0.35,0.65
2025-03-17,0.35,0.65
2025-03-18,0.35,0.65
2025-03-19,0.35,0.65
2025-03-20,0.35,0.65
2025-03-21,0.35,0.65
2025-03-24,0.35,0.65
2025-03-25,0.3726984126984127,0.6273015873015874
2025-03-26,0.3788888888888889,0.6211111111111112
2025-03-27,0.35619047619047617,0.6438095238095238
2025-03-28,0.35,0.65
2025-04-02,0.35,0.65
2025-04-03,0.35,0.65
2025-04-04,0.35,0.65
2025-04-07,0.35,0.65
2025-04-08,0.35,0.65
2025-04-09,0.35,0.65
2025-04-10,0.35,0.65
2025-04-11,0.35,0.65
2025-04-14,0.35,0.65
2025-04-15,0.35,0.65
2025-04-16,0.35,0.65
2025-04-17,0.35,0.65
2025-04-18,0.35,0.65
2025-04-21,0.35,0.65
2025-04-22,0.35,0.65
2025-04-24,0.35,0.65
2025-04-25,0.35,0.65
2025-04-28,0.35,0.65
2025-04-29,0.35,0.65
2025-04-30,0.35,0.65
2025-05-02,0.35,0.65
2025-05-05,0.35,0.65
2025-05-06,0.35,0.65
2025-05-07,0.35,0.65
2025-05-08,0.35,0.65
2025-05-09,0.35,0.65
2025-05-12,0.35,0.65
2025-05-13,0.383015873015873,0.616984126984127
2025-05-14,0.38817460317460317,0.6118253968253968
2025-05-15,0.3804365079365079,0.619563492063492
2025-05-16,0.39746031746031746,0.6025396825396826
2025-05-20,0.39230158730158726,0.6076984126984127
2025-05-21,0.39436507936507936,0.6056349206349206
2025-05-22,0.35,0.65
2025-05-23,0.35619047619047617,0.6438095238095238
2025-05-26,0.35,0.65
2025-05-27,0.35,0.65
2025-05-28,0.3799206349206349,0.6200793650793651
2025-05-29,0.36960317460317454,0.6303968253968254
2025-05-30,0.3757936507936508,0.6242063492063492
2025-06-02,0.3892063492063492,0.6107936507936508
2025-06-03,0.39384920634920634,0.6061507936507937
2025-06-04,0.4119047619047619,0.5880952380952381
